user,login_count,off_hour_logins,weekend_logins,unique_pcs_logon,off_hour_ratio,weekend_ratio,device_connections,unique_pcs_device,raw_anomaly_score,risk_score,is_anomaly,risk_level,risk_explanation,is_simulated,persona_description
Dtaa/Wlb0169,613,173,0,1,0.2822,0.0,0,0,0.208788,16.54,0,Low,Excessive logins (613 total) | High off-hours activity (173 logins outside 8AM–6PM),0,
Dtaa/Bcm0558,627,180,0,1,0.2871,0.0,0,0,0.208862,16.53,0,Low,Excessive logins (627 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Ncw0246,628,181,0,1,0.2882,0.0,0,0,0.20892,16.51,0,Low,Excessive logins (628 total) | High off-hours activity (181 logins outside 8AM–6PM),0,
Dtaa/Bnm0353,632,176,0,1,0.2785,0.0,0,0,0.208915,16.51,0,Low,Excessive logins (632 total) | High off-hours activity (176 logins outside 8AM–6PM),0,
Dtaa/Nmr0621,628,180,0,1,0.2866,0.0,0,0,0.209197,16.44,0,Low,Excessive logins (628 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Cds0110,630,177,0,1,0.281,0.0,0,0,0.209889,16.27,0,Low,Excessive logins (630 total) | High off-hours activity (177 logins outside 8AM–6PM),0,
Dtaa/Has0430,627,178,0,1,0.2839,0.0,0,0,0.210402,16.14,0,Low,Excessive logins (627 total) | High off-hours activity (178 logins outside 8AM–6PM),0,
Dtaa/Dag0754,628,172,0,1,0.2739,0.0,0,0,0.211347,15.9,0,Low,Excessive logins (628 total) | High off-hours activity (172 logins outside 8AM–6PM),0,
Dtaa/Dsb0887,356,170,0,12,0.4775,0.0,0,0,0.211329,15.9,0,Low,Excessive logins (356 total) | High off-hours activity (170 logins outside 8AM–6PM) | Logged into multiple PCs (12 distinct machines),0,
Dtaa/Crm0058,171,0,0,1,0.0,0.0,0,0,0.214143,15.19,0,Low,Excessive logins (171 total),0,
Dtaa/Her0860,233,111,0,1,0.4764,0.0,0,0,0.21456,15.09,0,Low,Excessive logins (233 total) | High off-hours activity (111 logins outside 8AM–6PM),0,
Dtaa/Krd0507,606,345,0,1,0.5693,0.0,0,0,0.216184,14.68,0,Low,Excessive logins (606 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sml0086,604,345,0,1,0.5712,0.0,0,0,0.216184,14.68,0,Low,Excessive logins (604 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jlv0465,270,151,0,1,0.5593,0.0,0,0,0.216496,14.6,0,Low,Excessive logins (270 total) | High off-hours activity (151 logins outside 8AM–6PM),0,
Dtaa/Amm0340,609,345,0,1,0.5665,0.0,0,0,0.218366,14.12,0,Low,Excessive logins (609 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nkm0018,611,345,0,1,0.5646,0.0,0,0,0.218366,14.12,0,Low,Excessive logins (611 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hjp0784,610,345,0,1,0.5656,0.0,0,0,0.218366,14.12,0,Low,Excessive logins (610 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hbf0035,609,345,0,1,0.5665,0.0,0,0,0.218366,14.12,0,Low,Excessive logins (609 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hjk0057,609,345,0,1,0.5665,0.0,0,0,0.218366,14.12,0,Low,Excessive logins (609 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rzw0369,616,345,0,1,0.5601,0.0,0,0,0.218834,14.01,0,Low,Excessive logins (616 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rer0237,616,345,0,1,0.5601,0.0,0,0,0.218834,14.01,0,Low,Excessive logins (616 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dbm0698,616,345,0,1,0.5601,0.0,0,0,0.218834,14.01,0,Low,Excessive logins (616 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Arb0100,339,339,0,1,1.0,0.0,0,0,0.2191,13.94,0,Low,Excessive logins (339 total) | High off-hours activity (339 logins outside 8AM–6PM),0,
Dtaa/Usb0641,334,334,0,1,1.0,0.0,0,0,0.2191,13.94,0,Low,Excessive logins (334 total) | High off-hours activity (334 logins outside 8AM–6PM),0,
Dtaa/Onb0177,617,345,0,1,0.5592,0.0,0,0,0.219605,13.81,0,Low,Excessive logins (617 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Oss0859,619,345,0,1,0.5574,0.0,0,0,0.219952,13.72,0,Low,Excessive logins (619 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Alw0694,621,345,0,1,0.5556,0.0,0,0,0.220254,13.65,0,Low,Excessive logins (621 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Qcd0829,618,345,0,1,0.5583,0.0,0,0,0.220495,13.59,0,Low,Excessive logins (618 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Thl0671,359,0,0,14,0.0,0.0,0,0,0.222202,13.15,0,Low,Excessive logins (359 total) | Logged into multiple PCs (14 distinct machines),0,
Dtaa/Car0015,625,345,0,1,0.552,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (625 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Gdj0631,625,345,0,1,0.552,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (625 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Zke0662,624,345,0,1,0.5529,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (624 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ddw0643,625,345,0,1,0.552,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (625 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Gmf0571,625,345,0,1,0.552,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (625 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Scj0498,624,345,0,1,0.5529,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (624 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Oar0291,625,345,0,1,0.552,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (625 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nbt0479,624,345,0,1,0.5529,0.0,0,0,0.222245,13.14,0,Low,Excessive logins (624 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Iir0475,629,345,0,1,0.5485,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (629 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ams0897,630,345,0,1,0.5476,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (630 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jmc0233,631,345,0,1,0.5468,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (631 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cps0559,629,345,0,1,0.5485,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (629 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ihf0040,629,345,0,1,0.5485,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (629 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Pid0096,631,345,0,1,0.5468,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (631 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Gbr0420,630,345,0,1,0.5476,0.0,0,0,0.222304,13.13,0,Low,Excessive logins (630 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Slm0781,628,345,0,1,0.5494,0.0,0,0,0.22279,13.01,0,Low,Excessive logins (628 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hsm0389,628,345,0,1,0.5494,0.0,0,0,0.22279,13.01,0,Low,Excessive logins (628 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Vmf0423,205,0,0,1,0.0,0.0,0,0,0.222983,12.96,0,Low,Excessive logins (205 total),0,
Dtaa/Cbr0439,627,345,0,1,0.5502,0.0,0,0,0.223057,12.94,0,Low,Excessive logins (627 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cbb0075,627,345,0,1,0.5502,0.0,0,0,0.223057,12.94,0,Low,Excessive logins (627 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Drm0312,626,345,0,1,0.5511,0.0,0,0,0.223325,12.87,0,Low,Excessive logins (626 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Grc0474,626,345,0,1,0.5511,0.0,0,0,0.223325,12.87,0,Low,Excessive logins (626 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dss0112,626,345,0,1,0.5511,0.0,0,0,0.223325,12.87,0,Low,Excessive logins (626 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Tcr0218,280,136,0,1,0.4857,0.0,0,0,0.225446,12.33,0,Low,Excessive logins (280 total) | High off-hours activity (136 logins outside 8AM–6PM),0,
Dtaa/Nat0252,265,0,0,1,0.0,0.0,0,0,0.229086,11.41,0,Low,Excessive logins (265 total),0,
Dtaa/Qoh0361,601,0,0,1,0.0,0.0,0,0,0.229856,11.22,0,Low,Excessive logins (601 total),0,
Dtaa/Rxm0204,570,0,0,1,0.0,0.0,0,0,0.230128,11.15,0,Low,Excessive logins (570 total),0,
Dtaa/Wns0816,631,0,0,1,0.0,0.0,0,0,0.23025,11.12,0,Low,Excessive logins (631 total),0,
Dtaa/Eeb0134,630,0,0,1,0.0,0.0,0,0,0.231178,10.89,0,Low,Excessive logins (630 total),0,
Dtaa/Obd0786,630,0,0,1,0.0,0.0,0,0,0.231178,10.89,0,Low,Excessive logins (630 total),0,
Dtaa/Pkh0542,549,0,0,1,0.0,0.0,0,0,0.232113,10.65,0,Low,Excessive logins (549 total),0,
Dtaa/Ous0565,358,200,0,1,0.5587,0.0,0,0,0.23275,10.49,0,Low,Excessive logins (358 total) | High off-hours activity (200 logins outside 8AM–6PM),0,
Dtaa/Ahv0103,605,0,0,1,0.0,0.0,0,0,0.232821,10.47,0,Low,Excessive logins (605 total),0,
Dtaa/Ckr0296,608,0,0,1,0.0,0.0,0,0,0.234367,10.08,0,Low,Excessive logins (608 total),0,
Dtaa/Mcf0985,614,0,0,1,0.0,0.0,0,0,0.23443,10.06,0,Low,Excessive logins (614 total),0,
Dtaa/Crf0074,620,0,0,1,0.0,0.0,0,0,0.234654,10.01,0,Low,Excessive logins (620 total),0,
Dtaa/Sgg0584,618,0,0,1,0.0,0.0,0,0,0.234718,9.99,0,Low,Excessive logins (618 total),0,
Dtaa/Dtd0380,627,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (627 total),0,
Dtaa/Skl0881,629,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (629 total),0,
Dtaa/Bmk0943,628,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (628 total),0,
Dtaa/Rdt0659,618,0,0,1,0.0,0.0,0,0,0.234718,9.99,0,Low,Excessive logins (618 total),0,
Dtaa/Ssc0047,627,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (627 total),0,
Dtaa/Ebs0287,627,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (627 total),0,
Dtaa/Cde0810,629,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (629 total),0,
Dtaa/Clp0332,629,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (629 total),0,
Dtaa/Zgh0528,627,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (627 total),0,
Dtaa/Zca0652,629,0,0,1,0.0,0.0,0,0,0.234704,9.99,0,Low,Excessive logins (629 total),0,
Dtaa/Anc0012,622,0,0,1,0.0,0.0,0,0,0.234777,9.98,0,Low,Excessive logins (622 total),0,
Dtaa/Ray0882,621,0,0,1,0.0,0.0,0,0,0.234777,9.98,0,Low,Excessive logins (621 total),0,
Dtaa/Njs0448,609,0,0,1,0.0,0.0,0,0,0.235286,9.85,0,Low,Excessive logins (609 total),0,
Dtaa/Wkh0407,609,0,0,1,0.0,0.0,0,0,0.235286,9.85,0,Low,Excessive logins (609 total),0,
Dtaa/Qzd0164,625,0,0,1,0.0,0.0,0,0,0.235272,9.85,0,Low,Excessive logins (625 total),0,
Dtaa/Kvh0355,609,0,0,1,0.0,0.0,0,0,0.235286,9.85,0,Low,Excessive logins (609 total),0,
Dtaa/Alw0834,626,0,0,1,0.0,0.0,0,0,0.235364,9.83,0,Low,Excessive logins (626 total),0,
Dtaa/Wsl0470,626,0,0,1,0.0,0.0,0,0,0.235364,9.83,0,Low,Excessive logins (626 total),0,
Dtaa/Ubh0964,623,0,0,1,0.0,0.0,0,0,0.235562,9.78,0,Low,Excessive logins (623 total),0,
Dtaa/Ejs0513,624,0,0,1,0.0,0.0,0,0,0.235562,9.78,0,Low,Excessive logins (624 total),0,
Dtaa/Sml0486,612,0,0,1,0.0,0.0,0,0,0.23581,9.72,0,Low,Excessive logins (612 total),0,
Dtaa/Lqa0232,611,0,0,1,0.0,0.0,0,0,0.23581,9.72,0,Low,Excessive logins (611 total),0,
Dtaa/Hnr0891,615,0,0,1,0.0,0.0,0,0,0.235993,9.67,0,Low,Excessive logins (615 total),0,
Dtaa/Bsg0869,345,141,0,1,0.4087,0.0,0,0,0.237739,9.23,0,Low,Excessive logins (345 total) | High off-hours activity (141 logins outside 8AM–6PM),0,
Dtaa/Enb0293,345,194,0,1,0.5623,0.0,0,0,0.238041,9.15,0,Low,Excessive logins (345 total) | High off-hours activity (194 logins outside 8AM–6PM),0,
Dtaa/Bgn0054,345,192,0,1,0.5565,0.0,0,0,0.238041,9.15,0,Low,Excessive logins (345 total) | High off-hours activity (192 logins outside 8AM–6PM),0,
Dtaa/Nic0901,345,151,0,1,0.4377,0.0,0,0,0.238985,8.91,0,Low,Excessive logins (345 total) | High off-hours activity (151 logins outside 8AM–6PM),0,
Dtaa/Cch0497,345,147,0,1,0.4261,0.0,0,0,0.239241,8.85,0,Low,Excessive logins (345 total) | High off-hours activity (147 logins outside 8AM–6PM),0,
Dtaa/Jpp0841,345,153,0,1,0.4435,0.0,0,0,0.242083,8.13,0,Low,Excessive logins (345 total) | High off-hours activity (153 logins outside 8AM–6PM),0,
Dtaa/Jdm0083,345,189,0,1,0.5478,0.0,0,0,0.243563,7.76,0,Low,Excessive logins (345 total) | High off-hours activity (189 logins outside 8AM–6PM),0,
Dtaa/Agf0088,345,189,0,1,0.5478,0.0,0,0,0.243563,7.76,0,Low,Excessive logins (345 total) | High off-hours activity (189 logins outside 8AM–6PM),0,
Dtaa/Mcm0090,345,189,0,1,0.5478,0.0,0,0,0.243563,7.76,0,Low,Excessive logins (345 total) | High off-hours activity (189 logins outside 8AM–6PM),0,
Dtaa/Abl0836,345,189,0,1,0.5478,0.0,0,0,0.243563,7.76,0,Low,Excessive logins (345 total) | High off-hours activity (189 logins outside 8AM–6PM),0,
Dtaa/Kim0617,345,186,0,1,0.5391,0.0,0,0,0.243615,7.74,0,Low,Excessive logins (345 total) | High off-hours activity (186 logins outside 8AM–6PM),0,
Dtaa/Imd0776,345,187,0,1,0.542,0.0,0,0,0.243615,7.74,0,Low,Excessive logins (345 total) | High off-hours activity (187 logins outside 8AM–6PM),0,
Dtaa/Ckb0536,345,187,0,1,0.542,0.0,0,0,0.243615,7.74,0,Low,Excessive logins (345 total) | High off-hours activity (187 logins outside 8AM–6PM),0,
Dtaa/Mrm0205,345,186,0,1,0.5391,0.0,0,0,0.243615,7.74,0,Low,Excessive logins (345 total) | High off-hours activity (186 logins outside 8AM–6PM),0,
Dtaa/Lgv0288,345,187,0,1,0.542,0.0,0,0,0.243615,7.74,0,Low,Excessive logins (345 total) | High off-hours activity (187 logins outside 8AM–6PM),0,
Dtaa/Amm0830,345,156,0,1,0.4522,0.0,0,0,0.245749,7.2,0,Low,Excessive logins (345 total) | High off-hours activity (156 logins outside 8AM–6PM),0,
Dtaa/Nep0644,345,156,0,1,0.4522,0.0,0,0,0.245749,7.2,0,Low,Excessive logins (345 total) | High off-hours activity (156 logins outside 8AM–6PM),0,
Dtaa/Sog0461,345,154,0,1,0.4464,0.0,0,0,0.245874,7.17,0,Low,Excessive logins (345 total) | High off-hours activity (154 logins outside 8AM–6PM),0,
Dtaa/Ttg0637,345,157,0,1,0.4551,0.0,0,0,0.246535,7.0,0,Low,Excessive logins (345 total) | High off-hours activity (157 logins outside 8AM–6PM),0,
Dtaa/Naw0939,345,184,0,1,0.5333,0.0,0,0,0.247066,6.87,0,Low,Excessive logins (345 total) | High off-hours activity (184 logins outside 8AM–6PM),0,
Dtaa/Cmu0028,345,184,0,1,0.5333,0.0,0,0,0.247066,6.87,0,Low,Excessive logins (345 total) | High off-hours activity (184 logins outside 8AM–6PM),0,
Dtaa/Rlw0861,345,184,0,1,0.5333,0.0,0,0,0.247066,6.87,0,Low,Excessive logins (345 total) | High off-hours activity (184 logins outside 8AM–6PM),0,
Dtaa/Qgm0222,345,184,0,1,0.5333,0.0,0,0,0.247066,6.87,0,Low,Excessive logins (345 total) | High off-hours activity (184 logins outside 8AM–6PM),0,
Dtaa/Icb0779,295,0,0,1,0.0,0.0,0,0,0.248092,6.61,0,Low,Excessive logins (295 total),0,
Dtaa/Ass0824,345,158,0,1,0.458,0.0,0,0,0.248479,6.51,0,Low,Excessive logins (345 total) | High off-hours activity (158 logins outside 8AM–6PM),0,
Dtaa/Ivf0777,345,182,0,1,0.5275,0.0,0,0,0.249646,6.22,0,Low,Excessive logins (345 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Rkc0733,345,182,0,1,0.5275,0.0,0,0,0.249646,6.22,0,Low,Excessive logins (345 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Bbh0313,345,182,0,1,0.5275,0.0,0,0,0.249646,6.22,0,Low,Excessive logins (345 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Egg0294,345,182,0,1,0.5275,0.0,0,0,0.249646,6.22,0,Low,Excessive logins (345 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Lah0710,345,183,0,1,0.5304,0.0,0,0,0.249952,6.14,0,Low,Excessive logins (345 total) | High off-hours activity (183 logins outside 8AM–6PM),0,
Dtaa/Vfs0231,345,183,0,1,0.5304,0.0,0,0,0.249952,6.14,0,Low,Excessive logins (345 total) | High off-hours activity (183 logins outside 8AM–6PM),0,
Dtaa/Als0087,345,159,0,1,0.4609,0.0,0,0,0.250464,6.01,0,Low,Excessive logins (345 total) | High off-hours activity (159 logins outside 8AM–6PM),0,
Dtaa/Sas0601,345,159,0,1,0.4609,0.0,0,0,0.250464,6.01,0,Low,Excessive logins (345 total) | High off-hours activity (159 logins outside 8AM–6PM),0,
Dtaa/Bim0736,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nwg0682,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nqc0925,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Njm0476,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Njd0267,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mnd0675,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nrs0477,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ccb0366,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Pkm0411,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bml0618,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nto0396,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cdf0585,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Msh0322,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ndh0524,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mtc0538,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Osh0281,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Oha0451,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ojg0866,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bnl0480,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cav0757,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mwj0837,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Obf0564,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mwh0853,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ozd0789,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cbp0628,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mvl0885,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ots0256,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nbb0501,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Oxc0609,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cah0921,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Prb0568,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Nld0701,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Prh0825,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Tlv0936,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Uad0165,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Tzb0870,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Aka0033,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Akh0067,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Trp0068,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Akp0173,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Alc0244,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Aln0201,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Prr0982,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Alw0250,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Tfs0216,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Swm0768,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Svc0175,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Stc0066,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ssw0815,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Amm0661,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ubb0186,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ajs0917,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
